"Financial Year & Period","Route","Route Name","Area","Area Name","Delivery Unit","Delivery Unit Name","Incident Summary Group","Incident Category","Incident Category Description","Incident Reason","Incident Reason Description","Responsible Organisation","Responsible Organisation Name","Responsible Manager","Responsible Manager Name","Responsible Function Level 3 Desc","Responsible Function Level 3 Name","v_Incident Count","v_PfPI Minutes"
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","106","Other infrastructure","JX","Miscellaneous items (including litter) causing obstructions, not trespass, vandalism, weather or fallen/thrown from trains","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,54
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","106A","Track Patrols & related possessions","I6","Delays as a result of line blocks / track patrols (including late handback)","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","107A","Possession over-run and related faults","I5","Possession over-run from planned work","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","108","Mishap - infrastructure causes","JL","Safety related incident caused by maintenance or infrastructure staff oversight or error (not Operations staff)","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,21
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","501A","Network Rail Operations - signalling","OB","Delayed by signaller not applying applicable regulating policy","NR","Network Rail","CQND","WCS LOM RUGBY SCC","Local Operations","LOCAL OPERATIONS",6,23
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","CQEW","CTL LOM WEST MIDLANDS SCC","Local Operations","LOCAL OPERATIONS",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","CQNA","WCS LOM STOKE","Local Operations","LOCAL OPERATIONS",6,55
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","CQND","WCS LOM RUGBY SCC","Local Operations","LOCAL OPERATIONS",2,8
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","CQNI","WCS LOM STAFFORD","Local Operations","LOCAL OPERATIONS",4,24
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","501B","Network Rail Operations - control","QN","VSTP Schedule/ VSTP Process (TSI created schedule)","NR","Network Rail","QQFY","NWE COM - VSTP DELAYS","Route Control Centres","ROUTE CONTROL CENTRES",2,17
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","501D","Network Rail Operations - other","OH","ARS / TMS / SARS software problem (excluding scheduling issues and technical failures)","NR","Network Rail","CQNI","WCS LOM STAFFORD","Local Operations","LOCAL OPERATIONS",1,5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","502A","Timetable Planning","QB","Planned engineering work - diversion/SLW not timetabled (outside the Timetable Planning Rules)","NR","Network Rail","QQN3","WCS POSSESSION PLANNING","Access Planning And Possession Delivery","ACCESS PLANNING & POSSESS DEL",2,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","502A","Timetable Planning","QM","Train schedule/STP Process including erroneous simplifiers","NR","Network Rail","QQA0","TP ALL LTP ALSO PSNGER STP","Operational Planning","OPERATIONAL PLANNING",45,213
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","502A","Timetable Planning","QM","Train schedule/STP Process including erroneous simplifiers","NR","Network Rail","QQAJ","TP STP NETWORK RAIL SERVICES","Operational Planning","OPERATIONAL PLANNING",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","502A","Timetable Planning","QM","Train schedule/STP Process including erroneous simplifiers","NR","Network Rail","QQAK","TP RSB & STP FRT & Charters","Operational Planning","OPERATIONAL PLANNING",2,8
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","601","All Z codes - Unexplained","ZS","No Cause ascertainable for a Sub-Threshold Delay causing Threshold Reactionary (where agreed by both parties)","NR","Network Rail","ZQEB","CTL UNEXPLAINED DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",2,12
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","601","All Z codes - Unexplained","ZS","No Cause ascertainable for a Sub-Threshold Delay causing Threshold Reactionary (where agreed by both parties)","NR","Network Rail","ZQNB","WCS UNEXPLAINED DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",1,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","601","All Z codes - Unexplained","ZU","No Cause Identified After investigation by both Parties","NR","Network Rail","ZQRD","NWC WMT (EJ) UNEXPLAINED","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",1,2
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Network Management / Other","601","All Z codes - Unexplained","ZZ","Unexplained loss in running system Roll-up Only","NR","Network Rail","ZQNY","WCS ROLLUP DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",1,2
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Non-Track Assets","101","Points failures","IB","Points failure (including no fault found)","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,471
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Non-Track Assets","103","Level crossing failures","ID","Level crossing faults and failure incl. barrow/foot crossings and crossing treadles","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,106
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Non-Track Assets","201","OLE/Third Rail faults","I1","Overhead line/third rail defect","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",3,948
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Non-Track Assets","201","OLE/Third Rail faults","I2","AC/DC trip (including no fault or cause found)","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,42
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Non-Track Assets","301B","Track Circuit Failures","IC","Track circuit failure (including no fault found)","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,42
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Non-Track Assets","301C","Axle Counter Failures","J3","Axle Counter Failure","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,189
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Non-Track Assets","302A","Signalling System & Power Supply Failures","IF","Train Describer/Panel/ARS/SSI/TDM Remote Control failure","NR","Network Rail","IQNT","WCS STAFFORD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,18
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Operations","701B","Train operations","FH","FOC Planning issue (not diagramming or rostering)","PE","GB Railfreight","FPEC","GB Railfreight","NONE","NONE",1,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Operations","701B","Train operations","FO","Time Lost en-route believed to be operator cause and  information required from Operator (Ops Responsibility)","DB","Freightliner Intermodal","FDBF","Fliner                        ","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","HF","Avanti West Coast","THF1","AWC Drivers Euston","NONE","NONE",4,30
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","HF","Avanti West Coast","THF4","AWC Drivers Manchester","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Stations","701E","Station delays","R8","Delay at Station believed to be operator cause and information required from operator (Ops Responsibility)","EJ","West Midlands Trains","REJQ","LNR SM North - Nun","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Stations","701E","Station delays","RB","Passengers joining/alighting","ED","Northern Trains","SED3","NT: CEN Cust Dlys","NONE","NONE",1,7
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Stations","701E","Station delays","RB","Passengers joining/alighting","EJ","West Midlands Trains","REJ7","LNR SM North Self Dispatch","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Stations","701E","Station delays","RU","Locating lost luggage","HF","Avanti West Coast","RHF2","AWC Stations North West","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Stations","701E","Station delays","RZ","Other Station Operating causes","EJ","West Midlands Trains","REJR","LNR SM North - Rug","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","EH","CrossCountry","VEH6","XC Train Manager Birmingham","NONE","NONE",1,14
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","EJ","West Midlands Trains","VEJF","WMT Apsm Wc North On Train Ext","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","EM","EMR","VEMS","EMR O/T Derby","NONE","NONE",2,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","HF","Avanti West Coast","VHFW","AWC On Board Xtnl Preston","NONE","NONE",1,44
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VD","Passenger taken ill on train","EJ","West Midlands Trains","VEJ1","WMT Apsm Wm X/City On Train Ex","NONE","NONE",1,37
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VD","Passenger taken ill on train","HF","Avanti West Coast","VHFX","AWC On Board Xtnl Manchester","NONE","NONE",1,15
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VE","Ticket irregularities or refusals to pay","HF","Avanti West Coast","VHFW","AWC On Board Xtnl Preston","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VG","Police searching train","ED","Northern Trains","VED3","NT: CEN Extnl","NONE","NONE",1,5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VH","Passenger Communication cord, door egress or emergency train alarm operated","EJ","West Midlands Trains","VEJF","WMT Apsm Wc North On Train Ext","NONE","NONE",1,5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VH","Passenger Communication cord, door egress or emergency train alarm operated","HF","Avanti West Coast","VHFU","AWC On Board Xtnl Euston","NONE","NONE",1,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","TOC Other","701F","External Causes (Train Operator)","VH","Passenger Communication cord, door egress or emergency train alarm operated","HF","Avanti West Coast","VHFX","AWC On Board Xtnl Manchester","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","FC","Freight Train Driver error, SPAD, Wrong routing or Missed AWS/DSD","DB","Freightliner Intermodal","FDBF","Fliner                        ","NONE","NONE",1,19
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","FF","FOC Diagramming or Rostering issue","DB","Freightliner Intermodal","FDBF","Fliner                        ","NONE","NONE",1,13
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","TG","Driver","EH","CrossCountry","TEHJ","XC Driver Manchester","NONE","NONE",1,9
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","TG","Driver","EH","CrossCountry","TEHR","XC Driver Birmingham","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","TG","Driver","EJ","West Midlands Trains","TEJ3","WMT Leamington Spa Dvr Depot","NONE","NONE",1,11
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","TG","Driver","EJ","West Midlands Trains","TEJB","WMT New Street Dvr Depot","NONE","NONE",1,142
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","TG","Driver","EJ","West Midlands Trains","TEJU","WMT Crewe Dvr Depot","NONE","NONE",5,28
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTA","STAFFORD","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","HF","Avanti West Coast","THFR","AWC Preston Resources","NONE","NONE",1,7
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","External","112","Fires starting on Network Rail Infrastructure","I9","Fires starting on Network Rail Infrastructure","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,15
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","External","402","External infrastructure damage - Vandalism/Theft","XB","Vandalism or theft (including the placing of objects on the line)","NR","Network Rail","XQNA","WCS WEST COAST EXTERNAL","External Causes","EXTERNAL CAUSES",1,217
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","External","503","External fatalities and trespass","XA","Trespass (including non-intentional)","NR","Network Rail","XQNA","WCS WEST COAST EXTERNAL","External Causes","EXTERNAL CAUSES",9,144
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MS","Planned underpowered or shortformed service and or vehicle, incl. exam set swaps","EJ","West Midlands Trains","MEJ9","WMT Fleet Non Technical","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","EJ","West Midlands Trains","MEJ7","WMT Stabling West Coast","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","EK","London Overground","MEK0","ARL Willesden Depot","NONE","NONE",5,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","EK","London Overground","MEK1","ARL Willesden C Sidings","NONE","NONE",10,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","EK","London Overground","MEKA","ARL Fleet General","NONE","NONE",19,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","EK","London Overground","MEKJ","ARL Fleet Class 378/2","NONE","NONE",2,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","HF","Avanti West Coast","MHF1","Awc Class 390 : 11-Car","NONE","NONE",3,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","HF","Avanti West Coast","MHF8","AWC Class 390 : 9-Car","NONE","NONE",2,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","HF","Avanti West Coast","MHFP","AWC Alstom Depot And Non Tech","NONE","NONE",13,12
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","DB","Freightliner Intermodal","MDBF","Fliner                        ","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","EK","London Overground","MEKJ","ARL Fleet Class 378/2","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","HF","Avanti West Coast","MHF1","Awc Class 390 : 11-Car","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","HF","Avanti West Coast","MHF8","AWC Class 390 : 9-Car","NONE","NONE",2,27
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","WA","DB Cargo","MWAW","DBC Autos & Chemicals","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M1","Confirmed Pantograph ADD, shoe beam or assoc. system faults inlc. positive PANCHEX activations","EK","London Overground","MEKJ","ARL Fleet Class 378/2","NONE","NONE",1,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M1","Confirmed Pantograph ADD, shoe beam or assoc. system faults inlc. positive PANCHEX activations","HF","Avanti West Coast","MHF8","AWC Class 390 : 9-Car","NONE","NONE",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EJ","West Midlands Trains","MEJI","WMT Class 350/1 Fleet","NONE","NONE",1,7
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EK","London Overground","MEKJ","ARL Fleet Class 378/2","NONE","NONE",1,5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","HF","Avanti West Coast","MHF1","Awc Class 390 : 11-Car","NONE","NONE",1,26
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","HF","Avanti West Coast","MHF7","AWC Class 221 Voyager","NONE","NONE",1,38
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EJ","West Midlands Trains","MEJI","WMT Class 350/1 Fleet","NONE","NONE",2,30
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EJ","West Midlands Trains","MEJJ","WMT Class 350/2 Fleet","NONE","NONE",3,107
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EJ","West Midlands Trains","MEJK","WMT Class 350/3 Fleet","NONE","NONE",1,5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EJ","West Midlands Trains","MEJL","WMT Class 350/4 Fleet","NONE","NONE",1,40
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EK","London Overground","MEKJ","ARL Fleet Class 378/2","NONE","NONE",1,25
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","ET","GTR","METV","GTR SN Class 377 2/3 Unit","NONE","NONE",1,2
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","HF","Avanti West Coast","MHF1","Awc Class 390 : 11-Car","NONE","NONE",1,14
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","HF","Avanti West Coast","MHF7","AWC Class 221 Voyager","NONE","NONE",1,""
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MB","Electic Loco failure, defect, attention","DB","Freightliner Intermodal","MDBF","Fliner                        ","NONE","NONE",1,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MC","Diesel Loco failure, defect, attention","DB","Freightliner Intermodal","MDBF","Fliner                        ","NONE","NONE",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EJ","West Midlands Trains","MEJI","WMT Class 350/1 Fleet","NONE","NONE",1,17
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EJ","West Midlands Trains","MEJL","WMT Class 350/4 Fleet","NONE","NONE",1,23
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EK","London Overground","MEKJ","ARL Fleet Class 378/2","NONE","NONE",1,5
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","HF","Avanti West Coast","MHF8","AWC Class 390 : 9-Car","NONE","NONE",2,9
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","ML","Wagons, coaches and parcel vehicle faults","ES","Caledonian Sleeper","MESA","CS FLEET DEFAULT","NONE","NONE",1,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MN","Brake and brake systems faults; including wheel flats where no other cause had been identified","EJ","West Midlands Trains","MEJJ","WMT Class 350/2 Fleet","NONE","NONE",2,392
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MN","Brake and brake systems faults; including wheel flats where no other cause had been identified","EK","London Overground","MEKJ","ARL Fleet Class 378/2","NONE","NONE",1,4
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MT"," Confirmed train borne safety system faults (not cab based)","DB","Freightliner Intermodal","MDBF","Fliner                        ","NONE","NONE",1,28
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","MV","Engineers on-track equipment failure outside possession","R2","Colas Infrastucture","MRGY","Colas (Yellow Plant)","NONE","NONE",2,6
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","NA","On train TASS/TILT failure","HF","Avanti West Coast","MHF1","Awc Class 390 : 11-Car","NONE","NONE",1,30
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Fleet","701D","Technical Fleet delays","NA","On train TASS/TILT failure","HF","Avanti West Coast","MHF7","AWC Class 221 Voyager","NONE","NONE",1,7
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","106","Other infrastructure","JX","Miscellaneous items (including litter) causing obstructions, not trespass, vandalism, weather or fallen/thrown from trains","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,117
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","106A","Track Patrols & related possessions","I6","Delays as a result of line blocks / track patrols (including late handback)","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",8,71
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","107A","Possession over-run and related faults","I5","Possession over-run from planned work","NR","Network Rail","IQR3","NWC SODM NETWORK OPERATIONS","Access Planning And Possession Delivery","ACCESS PLANNING & POSSESS DEL",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","108","Mishap - infrastructure causes","JL","Safety related incident caused by maintenance or infrastructure staff oversight or error (not Operations staff)","NR","Network Rail","IQNE","WCS EUSTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501A","Network Rail Operations - signalling","OA","Regulation Decision Made With Best Endeavours","NR","Network Rail","CQNL","WCS LOM WEMBLEY","Local Operations","LOCAL OPERATIONS",1,0
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501A","Network Rail Operations - signalling","OB","Delayed by signaller not applying applicable regulating policy","NR","Network Rail","CQNL","WCS LOM WEMBLEY","Local Operations","LOCAL OPERATIONS",11,47
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","CQHF","ANG LOM Willesden","Local Operations","LOCAL OPERATIONS",1,3
"2020/21_P01","N","West Coast South","GMWS","West Coast South","DUSTP","EUSTON","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","CQNK","WCS LOM WATFORD","Local Operations","LOCAL OPERATIONS",2,3
